,link,content
0,https://www.justdial.com/cms/career-opportunities,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/cms/career-opportunities"" on this server.
Reference #18.54d70b17.1688037234.132f9785


"
1,https://www.justdial.com/Delhi/260/Medical_fil,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/Delhi/260/Medical_fil"" on this server.
Reference #18.cdebdfad.1688037234.4fd98e6


"
2,https://www.justdial.com/Delhi/Gemini-Solutions-Udyog-Vihar-Gurgaon/011PXX11-XX11-170919134003-J7R9_BZDET/list?source=7&catid=Home-and-Office,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/Delhi/Gemini-Solutions-Udyog-Vihar-Gurgaon/011PXX11-XX11-170919134003-J7R9_BZDET/list?"" on this server.
Reference #18.54d70b17.1688037235.132f996e


"
3,https://www.justdial.com/jdmart?searchfrom=index,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/jdmart?"" on this server.
Reference #18.dd70b17.1688037236.6f18573


"
4,https://www.justdial.com/Delhi/275/Caterer_fil,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/Delhi/275/Caterer_fil"" on this server.
Reference #18.44d70b17.1688037236.12eb6296


"
5,https://www.justdial.com/Delhi/Software-Companies/nct-10443565,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/Delhi/Software-Companies/nct-10443565"" on this server.
Reference #18.44d70b17.1688037237.12eb633d


"
6,https://wap.justdial.com/edit_list/el.php?city=Delhi&cont=Gemini Solutions Udyog Vihar Gurgaon&docid=011PXX11.XX11.170919134003.J7R9&owner=0&wap=7&source=7&hide_header=1,"
Access Denied

Access Denied
 
You don't have permission to access ""http://wap.justdial.com/edit_list/el.php?"" on this server.
Reference #18.1e01c045.1688037237.20c7441


"
7,https://www.justdial.com/entertainment,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/entertainment"" on this server.
Reference #18.cdebdfad.1688037237.4fd9f03


"
8,https://www.geminisolutions.com//terms-and-condition,"Gemini Solutions | IT Consulting, Product DevelopmentAbout UsSolutionsTechnologiesGemUCareersContact About usTerms & Conditions1. Acceptance of These Terms of UseBy entering and using this website, you unconditionally agree to the following terms and conditions.
You are not permitted to use this website and should stop doing so immediately if you disagree with these Terms of Use.
Gemini reserves the right at any moment and without prior notice, to change or eliminate all or parts of these T&Cs. If we do this, our website will make a note of it. The updated T&C are accepted by you when you use the site following any such changes.2. Use of Content, Restrictions & Privacy StatementThe site's content is given for informative reasons only, and nothing on it should be interpreted as a commercial offer, a license, an advisory, fiduciary or professional relationship between you and Gemini. No information provided on this site shall be considered a substitute for your independent investigation.
Any software, proprietary procedures, or technology incorporated or mentioned on this website may not be copied or used by you.
You will access and use this website in accordance with all applicable laws.3. Information You Post on the SiteYou agree that we may use the personal information and data you provide in accordance with our privacy statement and cookie notice, both of which are incorporated herein by reference. You hereby agree to the terms of our Privacy Statement and Cookie Notice, including any obligations imposed on you therein. 4. Intellectual Property RightsThis website's information is offered without any charge and just for informational purposes; it does not establish a relationship between you and Gemini to provide commercial or professional services. The content may be copied, downloaded, and printed off (via the link on a social network) provided that:
-The use of the content is personal and non-commercial
-All copyright, trademark, and similar notices are retained
Any content that has been downloaded, printed off, or copied from the website cannot be changed in any manner. Without Gemini's prior written consent, no further use of the site's material is permitted. 5. Third-Party ContentLinks on this website may lead to services or sites not controlled or operated by Gemini. No judgment or warranty is made with respect to such other services or sites and Gemini takes no responsibility for such other sites or services. A link to another site or service is not an endorsement of that site or service. Any use you make of the information provided on this site, or any site or service linked to this site, is at your own risk.
Gemini expressly forbids the following web link practices that may involve trademark and copyright infringement:

links that use our logo without permission
links that hide the URL and/or avoid the homepage or pages that include the entity's copyright
6. Liability and WarrantiesThe website is provided solely for informational purposes, and, to the maximum extent permitted by applicable law, Gemini disclaims all liability for any loss or damage of any kind or nature arising in connection with your use of, or inability to use, the websites and any materials you obtain through the website.
To the extent permitted by applicable legislation, all materials on the site are provided ""as is"" and without warranties of any kind. While Gemini will make a reasonable attempt to offer accurate information through its site, Gemini does not guarantee that the information is error-free, suitable for your specific use, or current. Gemini also reserves the right to update the material at any time without prior notice. Any outcomes resulting from the usage of any content are not guaranteed by Gemini. Any use of the materials on this site is strictly your responsibility. The website is used at the user's own risk. You must comply with all applicable laws, rules and regulations.

THIS WEBSITE MAY CONTAIN LINKS TO WEBSITES, RESOURCES, OR TOOLS MANAGED BY THIRD PARTIES OVER WHOM WE HAVE NO CONTROL. WE MAKE NO REPRESENTATIONS OR WARRANTIES, EXPRESS OR IMPLIED, ABOUT SUCH WEBSITES, RESOURCES, OR TOOLS, AND ACCESS TO ANY SUCH WEBSITES, RESOURCES, OR TOOLS SHOULD NOT BE INTERPRETED AS OUR ENDORSEMENT OF SUCH WEBSITES, RESOURCES, OR TOOLS OR THEIR CONTENT.
THE ABOVE DISCLAIMERS AND LIMITATIONS OF LIABILITY ARE APPLICABLE TO THE FULLEST EXTENT PERMITTED BY LAW, WHETHER IN CONTRACT, STATUTE, TORT (INCLUDING, WITHOUT LIMITATION, NEGLIGENCE), OR OTHERWISE.7. Additional TermsIf any portion of these terms and conditions is invalid or unenforceable in any jurisdiction, then (i) in that jurisdiction it shall be re-construed to the maximum effect permitted by law in order to affect its intent as nearly as possible, and the remainder of these Terms of Use shall remain in full force and effect, and (ii) in every other jurisdiction, all of these Terms of Use shall remain in full force and effect.
We reserve the right to modify these terms and conditions at any moment. It is your duty to regularly check this website for any updates. You are deemed to have accepted the updated Terms of Use if you keep using this website after they have been modified.Solutions Application Development Digital Offerings Managed Services Cloud Solutions Data Engineering Data Science  Technical Infrastructure DevSecOps Quality EngineeringTechnologies Front-End  Core Development Databases Cloud BI & Analytics MobilityPeople About Us Meet Our Team [email protected] Careers Campus Connect Hiring ProcessQuick Links Blogs Case Studies Contact UsSolutionsTechnologiesPeopleQuick LinksCopyright © 2023 Gemini Solutions Pvt. ltd. All rights reserved.Terms & Conditions|Privacy Policy"
9,https://www.justdial.com/JDSocialBlog,"
Access Denied

Access Denied
 
You don't have permission to access ""http://www.justdial.com/JDSocialBlog"" on this server.
Reference #18.dd70b17.1688037240.6f18e1c


"
